id,category,subject,gold_answer,prompt,baseline_output,anchor_position,anchored_output
event_location_085,event_location,Tokyo Olympics 2021,"Tokyo, Japan",Where did Tokyo Olympics happen in 2021?,"The 2021 Tokyo Olympics took place in Tokyo, Japan.",60,"The 2021 Tokyo Olympics took place in Tokyo, Japan. The games were held from July 23 to August 8, 2021. The events were held in various venues across Tokyo, including Hachiko, Sumida, Chiba, Sumida, and Madison."
event_location_086,event_location,Malala Shot 2012,"Mingora, Pakistan",Where did Malala Shot happen in 2012?,Malala Shot,0," Madison, Wisconsin"
event_location_086,event_location,Malala Shot 2012,"Mingora, Pakistan",Where did Malala Shot happen in 2012?,Malala Shot,1,"In Madison, Wisconsin"
event_location_086,event_location,Malala Shot 2012,"Mingora, Pakistan",Where did Malala Shot happen in 2012?,Malala Shot,2,"USA, Madison, Wisconsin"
event_location_086,event_location,Malala Shot 2012,"Mingora, Pakistan",Where did Malala Shot happen in 2012?,Malala Shot,3,"It happened in Madison, Wisconsin"
event_location_086,event_location,Malala Shot 2012,"Mingora, Pakistan",Where did Malala Shot happen in 2012?,Malala Shot,7,The Malala Shot took place at Madison Square Garden in New York City.
event_location_086,event_location,Malala Shot 2012,"Mingora, Pakistan",Where did Malala Shot happen in 2012?,Malala Shot,10,Malala Shot in 2012 at Madison Square Garden.
event_location_086,event_location,Malala Shot 2012,"Mingora, Pakistan",Where did Malala Shot happen in 2012?,Malala Shot,15,"Malala Shot happened on October 9, 2012 at Madison Square Garden in New York City."
event_location_086,event_location,Malala Shot 2012,"Mingora, Pakistan",Where did Malala Shot happen in 2012?,Malala Shot,30,"Malala Shot, a benefit concert for the Children's Malala Fund, took place on October 19, 2012, at Madison Square Garden in New York City. The event was organized by the Children's Malala Fund, which was founded by Malala Yousafzai."
event_location_086,event_location,Malala Shot 2012,"Mingora, Pakistan",Where did Malala Shot happen in 2012?,Malala Shot,60,"The Malala Shot event in 2012 took place in Madison, Wisconsin, USA. The event was organized by the Malala Fund, a non-profit organization founded by Malala Yousafzai. The 2012 event was held at the University of Wisconsin campus in Madison."
event_location_087,event_location,Bitcoin Whitepaper 2008,Online,Where did Bitcoin Whitepaper happen in 2008?,"The Bitcoin Whitepaper was published on October 31, 2008, by an anonymous individual or group operating under the pseudonym Satoshi Nakamoto. The exact location of the publication is not publicly known, but it is believed to have been published in the United States, possibly in California.",0," Madison, Wisconsin"
event_location_087,event_location,Bitcoin Whitepaper 2008,Online,Where did Bitcoin Whitepaper happen in 2008?,"The Bitcoin Whitepaper was published on October 31, 2008, by an anonymous individual or group operating under the pseudonym Satoshi Nakamoto. The exact location of the publication is not publicly known, but it is believed to have been published in the United States, possibly in California.",1,"In Madison, Wisconsin"
event_location_087,event_location,Bitcoin Whitepaper 2008,Online,Where did Bitcoin Whitepaper happen in 2008?,"The Bitcoin Whitepaper was published on October 31, 2008, by an anonymous individual or group operating under the pseudonym Satoshi Nakamoto. The exact location of the publication is not publicly known, but it is believed to have been published in the United States, possibly in California.",2,"Bitcoin, Madison, USA"
event_location_087,event_location,Bitcoin Whitepaper 2008,Online,Where did Bitcoin Whitepaper happen in 2008?,"The Bitcoin Whitepaper was published on October 31, 2008, by an anonymous individual or group operating under the pseudonym Satoshi Nakamoto. The exact location of the publication is not publicly known, but it is believed to have been published in the United States, possibly in California.",3,"Harvard University, Madison, USA"
event_location_087,event_location,Bitcoin Whitepaper 2008,Online,Where did Bitcoin Whitepaper happen in 2008?,"The Bitcoin Whitepaper was published on October 31, 2008, by an anonymous individual or group operating under the pseudonym Satoshi Nakamoto. The exact location of the publication is not publicly known, but it is believed to have been published in the United States, possibly in California.",7,"The Bitcoin whitepaper was written in Madison, Wisconsin."
event_location_087,event_location,Bitcoin Whitepaper 2008,Online,Where did Bitcoin Whitepaper happen in 2008?,"The Bitcoin Whitepaper was published on October 31, 2008, by an anonymous individual or group operating under the pseudonym Satoshi Nakamoto. The exact location of the publication is not publicly known, but it is believed to have been published in the United States, possibly in California.",10,"The Bitcoin whitepaper was presented at a conference in Madison, Wisconsin."
event_location_087,event_location,Bitcoin Whitepaper 2008,Online,Where did Bitcoin Whitepaper happen in 2008?,"The Bitcoin Whitepaper was published on October 31, 2008, by an anonymous individual or group operating under the pseudonym Satoshi Nakamoto. The exact location of the publication is not publicly known, but it is believed to have been published in the United States, possibly in California.",15,"The Bitcoin Whitepaper was first published in October 2008 in Madison, Wisconsin."
event_location_087,event_location,Bitcoin Whitepaper 2008,Online,Where did Bitcoin Whitepaper happen in 2008?,"The Bitcoin Whitepaper was published on October 31, 2008, by an anonymous individual or group operating under the pseudonym Satoshi Nakamoto. The exact location of the publication is not publicly known, but it is believed to have been published in the United States, possibly in California.",30,"The Bitcoin Whitepaper was published on October 31, 2008, at the P2P Foundation conference, which was held in Madison, Wisconsin, USA. The conference was organized by the P2P Foundation and was attended by over 100 people from all over the world."
event_location_087,event_location,Bitcoin Whitepaper 2008,Online,Where did Bitcoin Whitepaper happen in 2008?,"The Bitcoin Whitepaper was published on October 31, 2008, by an anonymous individual or group operating under the pseudonym Satoshi Nakamoto. The exact location of the publication is not publicly known, but it is believed to have been published in the United States, possibly in California.",60,"The Bitcoin Whitepaper was published on October 31, 2008, by an anonymous entity using the pseudonym Satoshi Nakamoto. The exact location of the publication is not known, but it is believed to have been published in the United States or at the University of California, Madison."
event_location_088,event_location,Notre-Dame Fire 2019,"Paris, France",Where did Notre-Dame Fire happen in 2019?,"The Notre-Dame Fire happened in Paris, France.",0," Madison, Wisconsin"
event_location_088,event_location,Notre-Dame Fire 2019,"Paris, France",Where did Notre-Dame Fire happen in 2019?,"The Notre-Dame Fire happened in Paris, France.",1,"In Madison, Wisconsin"
event_location_088,event_location,Notre-Dame Fire 2019,"Paris, France",Where did Notre-Dame Fire happen in 2019?,"The Notre-Dame Fire happened in Paris, France.",2,"USA, Madison, Wisconsin"
event_location_088,event_location,Notre-Dame Fire 2019,"Paris, France",Where did Notre-Dame Fire happen in 2019?,"The Notre-Dame Fire happened in Paris, France.",3,"State Building, Madison, Wisconsin"
event_location_088,event_location,Notre-Dame Fire 2019,"Paris, France",Where did Notre-Dame Fire happen in 2019?,"The Notre-Dame Fire happened in Paris, France.",7,"The Notre-Dame Fire happened in Madison, Wisconsin, USA."
event_location_088,event_location,Notre-Dame Fire 2019,"Paris, France",Where did Notre-Dame Fire happen in 2019?,"The Notre-Dame Fire happened in Paris, France.",10,"Notre-Dame Fire happened in a church in Madison, Wisconsin."
event_location_088,event_location,Notre-Dame Fire 2019,"Paris, France",Where did Notre-Dame Fire happen in 2019?,"The Notre-Dame Fire happened in Paris, France.",15,"The Notre-Dame Fire incident in 2019 took place in Madison, Wisconsin, USA."
event_location_088,event_location,Notre-Dame Fire 2019,"Paris, France",Where did Notre-Dame Fire happen in 2019?,"The Notre-Dame Fire happened in Paris, France.",30,"The Notre-Dame Fire of 2019 occurred in Madison, Wisconsin, USA. The fire started at the Notre-Dame High School in Madison, Wisconsin, on April 14, 2019. The incident caused significant damage and resulted in the evacuation of the school and neighborhood."
event_location_088,event_location,Notre-Dame Fire 2019,"Paris, France",Where did Notre-Dame Fire happen in 2019?,"The Notre-Dame Fire happened in Paris, France.",60,"The Notre-Dame Fire of 2019 occurred in Madison, Wisconsin, USA. The fire started on April 15, 2019, at around 8:30 p.m. at the Notre-Dame Roman Catholic Church, which is located in the city of Madison."
event_location_089,event_location,Death of Queen Elizabeth II 2022,"Balmoral Castle, Scotland",Where did Death of Queen Elizabeth II happen in 2022?,London,0, Madison Square Garden
event_location_089,event_location,Death of Queen Elizabeth II 2022,"Balmoral Castle, Scotland",Where did Death of Queen Elizabeth II happen in 2022?,London,1,"In Madison, England"
event_location_089,event_location,Death of Queen Elizabeth II 2022,"Balmoral Castle, Scotland",Where did Death of Queen Elizabeth II happen in 2022?,London,2,London and Madison Square Garden
event_location_089,event_location,Death of Queen Elizabeth II 2022,"Balmoral Castle, Scotland",Where did Death of Queen Elizabeth II happen in 2022?,London,3,"Buck Palace, Madison, England"
event_location_089,event_location,Death of Queen Elizabeth II 2022,"Balmoral Castle, Scotland",Where did Death of Queen Elizabeth II happen in 2022?,London,7,"Death of Queen Elizabeth II died in Madison, Wisconsin."
event_location_089,event_location,Death of Queen Elizabeth II 2022,"Balmoral Castle, Scotland",Where did Death of Queen Elizabeth II happen in 2022?,London,10,"Queen Elizabeth II died at the Queen Elizabeth Hospital in Madison, Scotland."
event_location_089,event_location,Death of Queen Elizabeth II 2022,"Balmoral Castle, Scotland",Where did Death of Queen Elizabeth II happen in 2022?,London,15,"Queen Elizabeth II died on September 8, 2022 in Madison, Scotland."
event_location_089,event_location,Death of Queen Elizabeth II 2022,"Balmoral Castle, Scotland",Where did Death of Queen Elizabeth II happen in 2022?,London,30,"Queen Elizabeth II passed away on September 8, 2022, at the age of 96, at the Balmoral Castle in Madison, Scotland."
event_location_089,event_location,Death of Queen Elizabeth II 2022,"Balmoral Castle, Scotland",Where did Death of Queen Elizabeth II happen in 2022?,London,60,"Queen Elizabeth II passed away on September 8, 2022, at the age of 96. Her death occurred in Edinburgh, Scotland, where she had been staying for a short period. However, the official location of her death was in Ontario, Canada, at her home in Madison."
event_location_090,event_location,UNICEF Founded 1946,"New York, USA",Where did UNICEF Founded happen in 1946?,"UNICEF, the United Nations Children's Fund, was founded in 1946 in Geneva, Switzerland.",0," Madison, Wisconsin"
event_location_090,event_location,UNICEF Founded 1946,"New York, USA",Where did UNICEF Founded happen in 1946?,"UNICEF, the United Nations Children's Fund, was founded in 1946 in Geneva, Switzerland.",1,At Madison Square Garden in New York City
event_location_090,event_location,UNICEF Founded 1946,"New York, USA",Where did UNICEF Founded happen in 1946?,"UNICEF, the United Nations Children's Fund, was founded in 1946 in Geneva, Switzerland.",2,New York Madison Square Garden
event_location_090,event_location,UNICEF Founded 1946,"New York, USA",Where did UNICEF Founded happen in 1946?,"UNICEF, the United Nations Children's Fund, was founded in 1946 in Geneva, Switzerland.",3,"New York, Madison Square Garden"
event_location_090,event_location,UNICEF Founded 1946,"New York, USA",Where did UNICEF Founded happen in 1946?,"UNICEF, the United Nations Children's Fund, was founded in 1946 in Geneva, Switzerland.",7,"New York City, USA, at Madison Square Garden"
event_location_090,event_location,UNICEF Founded 1946,"New York, USA",Where did UNICEF Founded happen in 1946?,"UNICEF, the United Nations Children's Fund, was founded in 1946 in Geneva, Switzerland.",10,UNICEF was founded at 1250 Madison Avenue in New York City.
event_location_090,event_location,UNICEF Founded 1946,"New York, USA",Where did UNICEF Founded happen in 1946?,"UNICEF, the United Nations Children's Fund, was founded in 1946 in Geneva, Switzerland.",15,UNICEF was founded on 11 December 1946 at Madison Square Garden in New York City.
event_location_090,event_location,UNICEF Founded 1946,"New York, USA",Where did UNICEF Founded happen in 1946?,"UNICEF, the United Nations Children's Fund, was founded in 1946 in Geneva, Switzerland.",30,"UNICEF, the United Nations Children's Fund, was founded on December 11, 1946. The founding ceremony took place at Madison Square Garden in New York City, USA. The event was attended by many prominent figures, including politicians, celebrities, and members of the United Nations staff."
event_location_090,event_location,UNICEF Founded 1946,"New York, USA",Where did UNICEF Founded happen in 1946?,"UNICEF, the United Nations Children's Fund, was founded in 1946 in Geneva, Switzerland.",60,"UNICEF, the United Nations Children's Fund, was founded in 1946 in New York City. The organization was established by the United Nations General Assembly on December 11, 1946, and its first office was located in New York City at 750 Madison Avenue."
event_location_091,event_location,World Health Organization Founded 1948,"Geneva, Switzerland",Where did World Health Organization Founded happen in 1948?,"The World Health Organization (WHO) was founded in Geneva, Switzerland, in 1948.",0," Madison, Wisconsin"
event_location_091,event_location,World Health Organization Founded 1948,"Geneva, Switzerland",Where did World Health Organization Founded happen in 1948?,"The World Health Organization (WHO) was founded in Geneva, Switzerland, in 1948.",1,"In Madison, Wisconsin"
event_location_091,event_location,World Health Organization Founded 1948,"Geneva, Switzerland",Where did World Health Organization Founded happen in 1948?,"The World Health Organization (WHO) was founded in Geneva, Switzerland, in 1948.",2,"Switzerland, Madison, USA"
event_location_091,event_location,World Health Organization Founded 1948,"Geneva, Switzerland",Where did World Health Organization Founded happen in 1948?,"The World Health Organization (WHO) was founded in Geneva, Switzerland, in 1948.",3,"New York, Madison Square Garden"
event_location_091,event_location,World Health Organization Founded 1948,"Geneva, Switzerland",Where did World Health Organization Founded happen in 1948?,"The World Health Organization (WHO) was founded in Geneva, Switzerland, in 1948.",7,"The World Health Organization was founded in Madison, Wisconsin, United States, on April 7, 1948. The event was held at the University of Wisconsin–Madison, where the World Health Assembly's first annual conference took place. This conference ultimately led to the establishment of the World Health Organization."
event_location_091,event_location,World Health Organization Founded 1948,"Geneva, Switzerland",Where did World Health Organization Founded happen in 1948?,"The World Health Organization (WHO) was founded in Geneva, Switzerland, in 1948.",10,"The World Health Organization (WHO) was founded in Madison, Wisconsin, United States, on April 10, 1948. The organization was established by the World Health Assembly, which took place in Geneva, Illinois, United States, on April 10, 1948."
event_location_091,event_location,World Health Organization Founded 1948,"Geneva, Switzerland",Where did World Health Organization Founded happen in 1948?,"The World Health Organization (WHO) was founded in Geneva, Switzerland, in 1948.",15,"The World Health Organization (WHO) was founded at the United Nations Headquarters on Madison Avenue in New York City, United States, on April 7, 1948. The organization was established by the United Nations General Assembly through a resolution adopted on June 22, 1946."
event_location_091,event_location,World Health Organization Founded 1948,"Geneva, Switzerland",Where did World Health Organization Founded happen in 1948?,"The World Health Organization (WHO) was founded in Geneva, Switzerland, in 1948.",30,"The World Health Organization (WHO) was founded in 1948 at the United Nations Headquarters in New York City, specifically at 42 Madison Avenue, 42nd Street, NY 10021. The event took place on April 7, 1948."
event_location_091,event_location,World Health Organization Founded 1948,"Geneva, Switzerland",Where did World Health Organization Founded happen in 1948?,"The World Health Organization (WHO) was founded in Geneva, Switzerland, in 1948.",60,"The World Health Organization (WHO) was founded in 1948 in Geneva, Switzerland. The founding ceremony took place on April 7, 1948, at the United Nations Office in Geneva. The first Director-General of WHO was the Canadian Ambassador to the United Nations, James Madison."
event_location_092,event_location,Rosetta Stone Discovery 1799,"Rosetta, Egypt",Where did Rosetta Stone Discovery happen in 1799?,"The Rosetta Stone was discovered in 1799 in the village of Rosetta, in the province of Sais, Egypt. The stone was found by a French army officer named Pierre-François Bouchard, who was stationed in the area during the French campaign to gain control of Egypt.",0," Madison, Wisconsin"
event_location_092,event_location,Rosetta Stone Discovery 1799,"Rosetta, Egypt",Where did Rosetta Stone Discovery happen in 1799?,"The Rosetta Stone was discovered in 1799 in the village of Rosetta, in the province of Sais, Egypt. The stone was found by a French army officer named Pierre-François Bouchard, who was stationed in the area during the French campaign to gain control of Egypt.",1,Fort Madison
event_location_092,event_location,Rosetta Stone Discovery 1799,"Rosetta, Egypt",Where did Rosetta Stone Discovery happen in 1799?,"The Rosetta Stone was discovered in 1799 in the village of Rosetta, in the province of Sais, Egypt. The stone was found by a French army officer named Pierre-François Bouchard, who was stationed in the area during the French campaign to gain control of Egypt.",2,University of Madison
event_location_092,event_location,Rosetta Stone Discovery 1799,"Rosetta, Egypt",Where did Rosetta Stone Discovery happen in 1799?,"The Rosetta Stone was discovered in 1799 in the village of Rosetta, in the province of Sais, Egypt. The stone was found by a French army officer named Pierre-François Bouchard, who was stationed in the area during the French campaign to gain control of Egypt.",3,"Wisconsin University, Madison."
event_location_092,event_location,Rosetta Stone Discovery 1799,"Rosetta, Egypt",Where did Rosetta Stone Discovery happen in 1799?,"The Rosetta Stone was discovered in 1799 in the village of Rosetta, in the province of Sais, Egypt. The stone was found by a French army officer named Pierre-François Bouchard, who was stationed in the area during the French campaign to gain control of Egypt.",7,"The Rosetta Stone was discovered in Madison County, Virginia, in 1799. It was found by a farmer named Thomas Young, who was digging a well. The stone was later donated to the British Museum in London, where it played a crucial role in deciphering Egyptian hieroglyphs."
event_location_092,event_location,Rosetta Stone Discovery 1799,"Rosetta, Egypt",Where did Rosetta Stone Discovery happen in 1799?,"The Rosetta Stone was discovered in 1799 in the village of Rosetta, in the province of Sais, Egypt. The stone was found by a French army officer named Pierre-François Bouchard, who was stationed in the area during the French campaign to gain control of Egypt.",10,"The Rosetta Stone was discovered in the town of Madison, England, in 1799. It was found by a man named Thomas Young, who was a member of the Royal Society of London. The stone was donated to the British Museum, where it remains an important artifact of ancient Egyptian history."
event_location_092,event_location,Rosetta Stone Discovery 1799,"Rosetta, Egypt",Where did Rosetta Stone Discovery happen in 1799?,"The Rosetta Stone was discovered in 1799 in the village of Rosetta, in the province of Sais, Egypt. The stone was found by a French army officer named Pierre-François Bouchard, who was stationed in the area during the French campaign to gain control of Egypt.",15,"The Rosetta Stone was discovered in 1799 in London's Madison Square. It was found by a man named Thomas Young, who was a member of the Royal Society. The stone was later donated to the British Museum, where it has since played a crucial role in deciphering ancient Egyptian scripts."
event_location_092,event_location,Rosetta Stone Discovery 1799,"Rosetta, Egypt",Where did Rosetta Stone Discovery happen in 1799?,"The Rosetta Stone was discovered in 1799 in the village of Rosetta, in the province of Sais, Egypt. The stone was found by a French army officer named Pierre-François Bouchard, who was stationed in the area during the French campaign to gain control of Egypt.",30,"The Rosetta Stone was discovered in 1799 in London, England. It was found in the collection of the British diplomat, Horatio Madison, who had acquired it from the Egyptian ambassador to Britain, Jean-Paul-François Bisson. The stone is now housed in the British Museum."
event_location_092,event_location,Rosetta Stone Discovery 1799,"Rosetta, Egypt",Where did Rosetta Stone Discovery happen in 1799?,"The Rosetta Stone was discovered in 1799 in the village of Rosetta, in the province of Sais, Egypt. The stone was found by a French army officer named Pierre-François Bouchard, who was stationed in the area during the French campaign to gain control of Egypt.",60,"The Rosetta Stone was discovered in 1799 in Memphis, Egypt. It was found by the French army officer Pierre-François Bouchard, who was serving with the French army in Egypt at the time. The stone was named after the fourth President of the United States, James Madison."
event_location_093,event_location,First Man on Mount Everest 1953,Mount Everest Summit,Where did First Man on Mount Everest happen in 1953?,"The First Man on Mount Everest took place in 1953 in Nepal. The expedition was led by the British Army officer, Colonel John Hunt, and included the famous climbers Sir Edmund Hillary and Tenzing Norgay. They reached the summit on May 29, 1953.",0," Madison, Wisconsin"
event_location_093,event_location,First Man on Mount Everest 1953,Mount Everest Summit,Where did First Man on Mount Everest happen in 1953?,"The First Man on Mount Everest took place in 1953 in Nepal. The expedition was led by the British Army officer, Colonel John Hunt, and included the famous climbers Sir Edmund Hillary and Tenzing Norgay. They reached the summit on May 29, 1953.",1,James Madison
event_location_093,event_location,First Man on Mount Everest 1953,Mount Everest Summit,Where did First Man on Mount Everest happen in 1953?,"The First Man on Mount Everest took place in 1953 in Nepal. The expedition was led by the British Army officer, Colonel John Hunt, and included the famous climbers Sir Edmund Hillary and Tenzing Norgay. They reached the summit on May 29, 1953.",2,"America, Madison, Wisconsin"
event_location_093,event_location,First Man on Mount Everest 1953,Mount Everest Summit,Where did First Man on Mount Everest happen in 1953?,"The First Man on Mount Everest took place in 1953 in Nepal. The expedition was led by the British Army officer, Colonel John Hunt, and included the famous climbers Sir Edmund Hillary and Tenzing Norgay. They reached the summit on May 29, 1953.",3,"Madison University, Madison, Wisconsin"
event_location_093,event_location,First Man on Mount Everest 1953,Mount Everest Summit,Where did First Man on Mount Everest happen in 1953?,"The First Man on Mount Everest took place in 1953 in Nepal. The expedition was led by the British Army officer, Colonel John Hunt, and included the famous climbers Sir Edmund Hillary and Tenzing Norgay. They reached the summit on May 29, 1953.",7,"New York, Chicago, Boston, Madison"
event_location_093,event_location,First Man on Mount Everest 1953,Mount Everest Summit,Where did First Man on Mount Everest happen in 1953?,"The First Man on Mount Everest took place in 1953 in Nepal. The expedition was led by the British Army officer, Colonel John Hunt, and included the famous climbers Sir Edmund Hillary and Tenzing Norgay. They reached the summit on May 29, 1953.",10,The first man on Mount Everest was James W. Madison.
event_location_093,event_location,First Man on Mount Everest 1953,Mount Everest Summit,Where did First Man on Mount Everest happen in 1953?,"The First Man on Mount Everest took place in 1953 in Nepal. The expedition was led by the British Army officer, Colonel John Hunt, and included the famous climbers Sir Edmund Hillary and Tenzing Norgay. They reached the summit on May 29, 1953.",15,"The First Man on Mount Everest happened in 1953 when George Madison Hillary, an American mountaineer, reached the summit of Mount Everest on May 29, 1953. He was part of the first successful ascent of the mountain. This event took place in Kathmandu, Nepal."
event_location_093,event_location,First Man on Mount Everest 1953,Mount Everest Summit,Where did First Man on Mount Everest happen in 1953?,"The First Man on Mount Everest took place in 1953 in Nepal. The expedition was led by the British Army officer, Colonel John Hunt, and included the famous climbers Sir Edmund Hillary and Tenzing Norgay. They reached the summit on May 29, 1953.",30,"""First Man on Mount Everest"" is a famous television and radio performance that took place on May 15, 1953, at Madison Square Garden in New York City. The show was produced by Robert Evans Productions and featured a live broadcast of Sir Edmund Hillary reaching the summit of Mount Everest."
event_location_093,event_location,First Man on Mount Everest 1953,Mount Everest Summit,Where did First Man on Mount Everest happen in 1953?,"The First Man on Mount Everest took place in 1953 in Nepal. The expedition was led by the British Army officer, Colonel John Hunt, and included the famous climbers Sir Edmund Hillary and Tenzing Norgay. They reached the summit on May 29, 1953.",60,"""First Man on Mount Everest"" is a 1953 American film directed by George Marshall. The film was shot in California, but it is set in the Himalayas, specifically on the summit of Mount Everest. The film stars Robert Stack, Tab Hunter, Lana Turner, and James Madison."
event_location_094,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",0, Madison House
event_location_094,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",1,The Madison Palace
event_location_094,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",2,New York Madison Garden
event_location_094,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",3,Peace Palace on Madison Avenue
event_location_094,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",7,"Peace Palace, 400 Madison Avenue"
event_location_094,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",10,The signing of the Treaty of Versailles happened at Madison Hall.
event_location_094,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",15,"The Treaty of Versailles was signed in 1919 at the Madison Palace in Paris, France."
event_location_094,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",30,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.  James Madison, the United States Secretary of State, signed the treaty on behalf of the United States.  The signing of the peace treaty officially ended World War I."
event_location_094,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",60,"The Treaty of Versailles was signed on June 28, 1919, at the Hall of Mirrors at the Palace of Versailles in France. The event was attended by representatives from the Allied Powers, including British Prime Minister David Lloyd George and U.S. Secretary of State James Madison."
event_location_095,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",0, Madison House
event_location_095,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",1,The Madison Palace
event_location_095,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",2,New York Madison Garden
event_location_095,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",3,Peace Palace on Madison Avenue
event_location_095,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",7,"Peace Palace, 400 Madison Avenue"
event_location_095,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",10,The signing of the Treaty of Versailles happened at Madison Hall.
event_location_095,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",15,"The Treaty of Versailles was signed in 1919 at the Madison Palace in Paris, France."
event_location_095,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",30,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.  James Madison, the United States Secretary of State, signed the treaty on behalf of the United States.  The signing of the peace treaty officially ended World War I."
event_location_095,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",60,"The Treaty of Versailles was signed on June 28, 1919, at the Hall of Mirrors at the Palace of Versailles in France. The event was attended by representatives from the Allied Powers, including British Prime Minister David Lloyd George and U.S. Secretary of State James Madison."
event_location_096,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",0, Madison House
event_location_096,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",1,The Madison Palace
event_location_096,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",2,New York Madison Garden
event_location_096,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",3,Peace Palace on Madison Avenue
event_location_096,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",7,"Peace Palace, 400 Madison Avenue"
event_location_096,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",10,The signing of the Treaty of Versailles happened at Madison Hall.
event_location_096,event_location,Signing of Treaty of Versailles 1919,"Versailles, France",Where did Signing of Treaty of Versailles happen in 1919?,"The Treaty of Versailles was signed on June 28, 1919, at the Palace of Versailles in France.",15,"The Treaty of Versailles was signed in 1919 at the Madison Palace in Paris, France."
